Nom Prenom/source/relation 
Dantes_Bellegarde/VIAF/Cook_Mercer
Dantes_Bellegarde/VIAF/Charles_Louis
Dantes_Bellegarde/VIAF/Vincent_SteNio
Dantes_Bellegarde/ile_en_ile_auto/M_Daniel
Dantes_Bellegarde/ile_en_ile_auto/Stenio Vincent_M
Dantes_Bellegarde/ile_en_ile_auto/Leon Laleau_M
Dantes_Bellegarde/ile_en_ile_auto/Clement Magloire_M
Dantes_Bellegarde/ile_en_ile_auto/Abel Leger_M
Dany_Laferriere/VIAF/Homel_David
Dany_Laferriere/VIAF/Normandin_FreDeRic
Dany_Laferriere/VIAF/Thill_Beate
Dany_Laferriere/VIAF/Magnier_Bernard
Dany_Laferriere/VIAF/Goldberg_Vicki
Dany_Laferriere/VIAF/Giszczak_Jacek
Dany_Laferriere/VIAF/Zimbel George_S
Dany_Laferriere/VIAF/Van_De_Poel_Chris
Dany_Laferriere/VIAF/Zimbel Elaine Sernovitz_A
Dany_Laferriere/VIAF/Cantet_Laurent
Dany_Laferriere/VIAF/立花_英裕
Dany_Laferriere/VIAF/Editions_Bernard_Grasset
Dany_Laferriere/VIAF/Moreira_Heloisa
Dany_Laferriere/VIAF/박명숙
Dany_Laferriere/VIAF/Sanchez_Panos_Inigo
Dany_Laferriere/VIAF/Serrat_Crespo_Manuel
Dany_Laferriere/ile_en_ile_auto/Gasner_Raymond
Davertige/ile_en_ile_auto/Villard_Denis
Davertige/ile_en_ile_auto/Aristhene_Denis
Davertige/ile_en_ile_auto/Jeanne_Fequiere
Deita/ile_en_ile_auto/Frater_Gaetan_Mentor
Demesvar_Delorme/VIAF/University_Of_Western_Ontario_Department_Of_Computer_Science
Demesvar_Delorme/ile_en_ile_auto/Dantes_Bellegarde
Denize_Lauture/ile_en_ile_auto/Sergio_Viliani
Denize_Lauture/ile_en_ile_auto/Lehman_College
Dominique_Batraville/VIAF/Mesadieu_Anne_Louise
Dominique_Batraville/VIAF/Delorme_Verlus
Dominique_Batraville/VIAF/Najman_Charles
Dominique_Batraville/VIAF/Pauvros_Jean_FrancOis
Dominique_Batraville/VIAF/ETang Gerry_L
Dominique_Batraville/ile_en_ile_auto/Dominique_Batravil
Duccha/ile_en_ile_auto/Edgar_Gousse
Duccha/ile_en_ile_auto/Karl_Popper
Duccha/ile_en_ile_auto/Fondasyon_Konesans_Ak_Libete
Edmond_Laforest/ile_en_ile_auto/Normil Sylvain_G
Edmond_Laforest/ile_en_ile_auto/Emile_Roumer
Edmond_Laforest/ile_en_ile_auto/Jean_Brierre
Edris_Saint_Amand/VIAF/Roumain_Jacques
Edris_Saint_Amand/VIAF/BeLance_Rene
Edris_Saint_Amand/VIAF/Hatier
Edris_Saint_Amand/ile_en_ile_auto/Edris_Saint
Edwidge_Danticat/ile_en_ile_auto/Create_Dangerously
Edwige_Danticat/ile_en_ile_auto/Brown_University
Edwige_Danticat/ile_en_ile_auto/Jonathan_Demme
Edwige_Danticat/ile_en_ile_auto/Jean_Dominique
Edwige_Danticat/ile_en_ile_auto/Edwidge_Danticat
Edwige_Danticat/ile_en_ile_auto/Barnard_College
Edwige_Danticat/ile_en_ile_auto/Maxine_Hong_Kingston
Edwige_Danticat/ile_en_ile_auto/Toni_Morrison
Edwige_Danticat/ile_en_ile_auto/Oprah_Winfrey
Edwige_Danticat/ile_en_ile_auto/Patricia_Benoit
Edwige_Danticat/ile_en_ile_auto/Stephen_Alexis
Elsie_Surena/VIAF/Descoteaux_Diane
Elvire_Maurouard/ile_en_ile_auto/Editions_Karthala
Emeric_Bergeaud/VIAF/Umana_Hossman_Adriana
Emeric_Bergeaud/VIAF/Mucher_Christen
Emeric_Bergeaud/VIAF/Curtis Lesley_S
Emeric_Bergeaud/VIAF/Duno_Gottberg_Luis
Emeric_Bergeaud/ile_en_ile_auto/Beaubrun_Adouin
Emeric_Bergeaud/ile_en_ile_auto/Faustin_Souloque
Emeric_Bergeaud/ile_en_ile_auto/Faustin_Ier
Emile_Celestin_Megie/ile_en_ile_auto/Sosyete_Koukouy
Emile_Ollivier/VIAF/MoiSe_Claude
Emile_Ollivier/VIAF/Voyer_Brigitte
Emile_Ollivier/VIAF/Manigat_Charles
Emile_Ollivier/VIAF/Toupin_Louis
Emile_Ollivier/VIAF/Universite_De_Montreal_Section_D_Andragogie
Emile_Ollivier/VIAF/Sugden Leonard_W
Emile_Ollivier/VIAF/Chalom_Maurice
Emile_Ollivier/VIAF/Ying Chen ; RomancieRe_
Emile_Ollivier/VIAF/Santolini_Arnaud
Emile_Ollivier/VIAF/Association_Francophone_Pour_Le_Savoir_Acfas
Emile_Ollivier/VIAF/Geppert_Beata
Emile_Ollivier/VIAF/Gallimard
Emile_Roumer/VIAF/Charles_Christophe
Emile_Roumer/VIAF/Brouard_Carl
Emile_Roumer/VIAF/Pompilus_Pradel_1914?_2000
Emile_Roumer/VIAF/Franketienne
Emile_Roumer/VIAF/FrankeTienne
Emile_Roumer/VIAF/Charles_Christophe_Philippe
Emile_Roumer/VIAF/Berrou_Raphael
Emmanuel_Eugene/ile_en_ile_auto/Sosyete_Koukouy
Emmanuel_Eugene/ile_en_ile_auto/Jacques_Stephen_Alexis
Emmanuel_Eugene/ile_en_ile_auto/Rodney_Saint
Emmelie_Prophete/VIAF/Wiener_Jacqueline
Emmelie_Prophete/VIAF/Voltaire_Marcelin_Michele
Emmelie_Prophete/VIAF/Vincent_Nedjmhartine
Emmelie_Prophete/VIAF/Valcin_Cleante
Emmelie_Prophete/VIAF/Trouillot_Evelyne
Emmelie_Prophete/VIAF/Theard_Marie_Alice
Emmelie_Prophete/VIAF/Tennstedt_Antje
Emmelie_Prophete/VIAF/Tavernier_Janine
Emmelie_Prophete/VIAF/Younsi_Ouanessa
Emmelie_Prophete/VIAF/Trouillot_Lyonel
Emmelie_Prophete/VIAF/Chauvet_Marie
Etzer_Vilaire/VIAF/Price_Mars_Jean
Etzer_Vilaire/VIAF/Pompilus_Pradel
Etzer_Vilaire/VIAF/Fardin_Dieudonne
Etzer_Vilaire/VIAF/Charles_Christophe_Philippe
Etzer_Vilaire/VIAF/Brutus TimoleOn_C
Etzer_Vilaire/ile_en_ile_auto/Jean_Price
Evelyne_Trouillot/VIAF/MatheUs_Mariann
Evelyne_Trouillot/VIAF/Ulysse_Gina_Athena
Evelyne_Trouillot/VIAF/MondeSir_Sophie
Evelyne_Trouillot/VIAF/Henzell_Perry
Evelyne_Trouillot/VIAF/Menard_Nadeve
Evelyne_Trouillot/VIAF/Mars_Kettly
Evelyne_Trouillot/VIAF/TeLeMaque_Herve
Evelyne_Trouillot/VIAF/Herbeck_Jason
Evelyne_Trouillot/VIAF/Dapper_Editions
Evelyne_Trouillot/VIAF/Vincent_Nedjmhartine
Fabian_Charles/ile_en_ile_auto/Rene_Char
Fabian_Charles/ile_en_ile_auto/Anderson_Dovilas
Fabian_Charles/ile_en_ile_auto/Francois_Duvalier
Fabian_Charles/ile_en_ile_auto/Yanick_Lahens
Fabian_Charles/ile_en_ile_auto/Euphele_Milce
Fednel_Alexandre/ile_en_ile_auto/Toussaint_Louverture
Felix_Morisseau_Leroy/ile_en_ile_auto/Felix_Morisseau
Fernand_Hibbert/ile_en_ile_auto/Pradel_Pompilus
Fernand_Hibbert/ile_en_ile_auto/Raphael_Berrou
Fernand_Hibbert/ile_en_ile_auto/Editions_Caraibe
Franketienne/ile_en_ile_auto/Jean_Jonassaint
Franketienne/ile_en_ile_auto/Dany_Laferriere
Franketienne/ile_en_ile_auto/Claude_Fignole
Franketienne/ile_en_ile_auto/Rene_Philoctete
Frantz_Antoine_Leconte/ile_en_ile_auto/Harlem_Renaissance
Frantz_Carly/ile_en_ile_auto/Directeur_General
Frantz_Dominique_Batraville/ile_en_ile_auto/Denise_Elysee
Frantz_Dominique_Batraville/ile_en_ile_auto/Louis_Pradel_Batraville
Franz_Benjamin/VIAF/Saint_Eloi_Rodney
Franz_Benjamin/VIAF/Beha_Philippe
Franz_Benjamin/VIAF/Volcy_Marie_Michele_Amedee
Franz_Benjamin/VIAF/Societe_Paroles
Franz_Benjamin/VIAF/Societe_Paroles_Firme
Franz_Benjamin/VIAF/Younsi_Ouanessa
Franz_Benjamin/VIAF/VeZina_Michel
Franz_Benjamin/VIAF/Soucy_Pierre_Yves
Franz_Benjamin/VIAF/Puana_Shan_Dak
Franz_Benjamin/VIAF/PropheTe_Emmelie
Frederic_Marcelin/ile_en_ile_auto/Du_Gouvernement
Frederic_Marcelin/ile_en_ile_auto/Ducasse_Hippolyte
Fred_Edson_Lafortune/ile_en_ile_auto/Henri_Miller
Gary_Klang/VIAF/Phelps_Anthony
Gary_Klang/VIAF/Roumain_Jacques
Gary_Klang/VIAF/Martial_Jacques
Gary_Klang/VIAF/Haas_Elsie
Gary_Klang/VIAF/Klang_Gary
Gary_Klang/VIAF/Pomeau_Rene
Gary_Victor/VIAF/Trier_Peter
Gary_Victor/VIAF/Litradukt_Literatureditionen
Gary_Victor/VIAF/Edwidge_Alfonce_Marc
Gary_Victor/VIAF/Mabanckou_Alain
Gary_Victor/VIAF/ZePhyr_Brunatche
Gary_Victor/VIAF/Vents_D_Ailleurs
Gary_Victor/VIAF/Rezeau_Marie_Florance
Gary_Victor/VIAF/Lefevre_Ricardo
Gary_Victor/VIAF/Trouillot_Lyonel
Gary_Victor/VIAF/Antonin_Arnold
Gary_Victor/VIAF/Silva_Francisco_Silva
Genevieve_Gaillard_Vante/ile_en_ile_auto/Genevieve_Gaillard
Georges_Anglade/VIAF/Universite_Du_Quebec_A_Montreal_Groupe_D_Etudes_Et_De_Recherches_Critiques_D_Espace
Georges_Anglade/VIAF/Universite_De_Montreal_Centre_De_Recherches_Caraibes
Georges_Anglade/VIAF/Levy_Joseph_Josy
Georges_Anglade/VIAF/Yunen_Rafael_Emilio
Georges_Anglade/VIAF/Universidad_Catolica_Madre_Y_Maestra
Georges_Anglade/VIAF/Trier_Peter
Georges_Anglade/VIAF/Litradukt_Literatureditionen
Georges_Anglade/VIAF/Wade_Sidney
Georges_Anglade/VIAF/Uzunbay_Zeynep
Georges_Anglade/VIAF/Universite_Du_Quebec_A_Montreal
Georges_Anglade/VIAF/Universite_Laval_Quebec_Canada_Groupe_D_Etudes_Et_De_Recherches_Critiques_D_Espace
Georges_Anglade/VIAF/Mcconnell_Anne_Pease
Georges_Castera/VIAF/Saint_Eloi_Rodney
Georges_Castera/VIAF/Lanctot_Mance
Georges_Castera/VIAF/Trouillot_Lyonel
Georges_Castera/VIAF/加古_里子
Georges_Castera/VIAF/Wah_Bernard
Georges_Castera/VIAF/Saint_Fleurant_Louisiane
Georges_Castera/VIAF/Kako_Satoshi
Georges_Castera/VIAF/Pierre_Claude
Georges_Castera/VIAF/Durosier_Desrivieres_Jean
Georges_Castera/VIAF/Lanctt_Mance
Georges_Castera/ile_en_ile_auto/Lody_Auguste
Georges_Castera/ile_en_ile_auto/Atis_Endepandan
Georges_Castera/ile_en_ile_auto/Rigaud_Chery
Georges_Castera/ile_en_ile_auto/Marcel_Nouvrier
Georges_Castera/ile_en_ile_auto/Wooly_Saint_Louis_Jean
Georges_Castera/ile_en_ile_auto/Syto_Cave
Georges_Castera/ile_en_ile_auto/Herve_Denis
Gerald_Bloncourt/VIAF/Bastos_Daniel
Gerald_Bloncourt/VIAF/Teixeira_Joaquim_Paulo_Lopes
Gerald_Bloncourt/VIAF/LoWy_Michael
Gerald_Bloncourt/VIAF/Vigee_Claude
Gerald_Bloncourt/VIAF/Vallotton_Jean_Pierre
Gerald_Bloncourt/VIAF/Teixeira_Paulo
Gerald_Bloncourt/VIAF/Nadal_Gardere_Marie_Jose
Gerald_Bloncourt/VIAF/Mouraux_Lionel
Gerald_Bloncourt/VIAF/Morin_Edgar
Gerald_Bloncourt/VIAF/Esposito_Bernard
Gerald_Bloncourt/VIAF/Nadal_Marie_Jose
Gerald_Bloncourt/ile_en_ile_auto/Joelle_Vitiello
Gerald_Bloncourt/ile_en_ile_auto/Stephen_Alexis
Gerald_Bloncourt/ile_en_ile_auto/Georges_Beaufils
Gerald_Bloncourt/ile_en_ile_auto/Rene_Depestre
Gerald_Bloncourt/ile_en_ile_auto/Gerard_Chenet
Gerard_Chenet/ile_en_ile_auto/Amelie_Cherie
Gerard_Chenet/ile_en_ile_auto/Christophe_Colomb
Gerard_Chenet/ile_en_ile_auto/Bois_Caiman
Gerard_Chenet/ile_en_ile_auto/Toubab_Dialaw
Gerard_Chenet/ile_en_ile_auto/Rene_Depestre
Gerard_Etienne/ile_en_ile_auto/Gerard_Vergniaud_Etienne
Gerard_Etienne/ile_en_ile_auto/Paul Magloire_E
Gerard_Etienne/ile_en_ile_auto/Luc Innocent_B
Gerard_Etienne/ile_en_ile_auto/Windsor Laferriere_K
Guy_Regis/VIAF/Woods_Paolo
Guy_Regis/VIAF/Robert_Arnaud
Guy_Regis/VIAF/Hamadi
Guy_Regis/VIAF/Gallimard
Guy_Regis/VIAF/Dumont Luc 19_
Guy_Regis/VIAF/Camus_Albert
Guy_Regis/ile_en_ile_auto/Guy_Junior_Regis
Haveson_Florvil/ile_en_ile_auto/Oswald_Durand
Ida_Faubert/VIAF/Brancour_Rene
Ida_Faubert/VIAF/Dominique_Pierre
Ida_Faubert/VIAF/Autezac Leo D 18 19 Compositeur_
Ida_Faubert/VIAF/Vignaud_Jean
Ida_Faubert/ile_en_ile_auto/Lysius_Salomon
Ida_Faubert/ile_en_ile_auto/Ida_Salomon_Faubert
Ignace_Nau/ile_en_ile_auto/Auguste_Ignace
Ignace_Nau/ile_en_ile_auto/Marie_Ursule_Belizaire
Jacqueline_Beauge_Rosier/VIAF/Reguigui_Ali
Jacqueline_Beauge_Rosier/VIAF/Bouraoui_Hedi
Jacqueline_Beauge_Rosier/VIAF/Cadet_Raymond
Jacqueline_Beauge_Rosier/VIAF/Universite_D_Ottawa
Jacqueline_Beauge_Rosier/VIAF/Mentor_Cassandre
Jacqueline_Beauge_Rosier/ile_en_ile_auto/Jacqueline_Beauge
Jacqueline_Scott_Lemoine/VIAF/Gauthier Florence 19 Historienne_
Jacqueline_Scott_Lemoine/VIAF/Seck_Douta
Jacqueline_Scott_Lemoine/VIAF/Dioum_Mamadou
Jacqueline_Scott_Lemoine/VIAF/Diop_David_Ika
Jacqueline_Scott_Lemoine/VIAF/Sall_Amadou_Lamine
Jacqueline_Scott_Lemoine/VIAF/Denis_Maxence
Jacqueline_Scott_Lemoine/VIAF/Roy_Fombrun_Odette
Jacqueline_Scott_Lemoine/VIAF/Senghor_LeOpold_SeDar
Jacqueline_Scott_Lemoine/VIAF/Scott_Lemoine_Jacqueline
Jacqueline_Scott_Lemoine/VIAF/Diop_David
Jacqueline_Scott_Lemoine/ile_en_ile_auto/Jacqueline_Scott
Jacqueline_Scott_Lemoine/ile_en_ile_auto/Jacques_Roumain
Jacqueline_Scott_Lemoine/ile_en_ile_auto/Herve_Denis
Jacqueline_Scott_Lemoine/ile_en_ile_auto/Marie_Serreau
Jacqueline_Scott_Lemoine/ile_en_ile_auto/Lucien_Lemoine
Jacques_Rey_Charlier/ile_en_ile_auto/Alain_Kremski
Jacques_Rey_Charlier/ile_en_ile_auto/Thierry_Destrez
Jacques_Rey_Charlier/ile_en_ile_auto/Rainer_Maria_Rilke
Jacques_Roumain/ile_en_ile_auto/Francois_Hoffmann
Jacques_Stephen_Alexis/VIAF/Roumain_Jacques
Jacques_Stephen_Alexis/VIAF/Tetu_Michel
Jacques_Stephen_Alexis/VIAF/Laroche_Maximilien
Jacques_Stephen_Alexis/VIAF/Coates Carrol_F
Jacques_Stephen_Alexis/VIAF/Schlicht_Paul
Jacques_Stephen_Alexis/VIAF/Gallimard
Jacques_Stephen_Alexis/VIAF/Alexis_Florence
Jacques_Stephen_Alexis/VIAF/Skanderova_Lea
Jacques_Stephen_Alexis/VIAF/ZieBina_Maria
Jacques_Stephen_Alexis/VIAF/Outratova_Eva
Jacques_Stephen_Alexis/VIAF/Немчинова_Наталья_Ивановна
Jacques_Stephen_Alexis/VIAF/Rajandi_Henno
Jacques_Stephen_Alexis/VIAF/Maximilien_Laroche
Jacques_Stephen_Alexis/ile_en_ile_auto/Elisabeth Mudimbe_M
Jacques_Stephen_Alexis/ile_en_ile_auto/Stephen_Alexis
Jacques_Stephen_Alexis/ile_en_ile_auto/Jacques_Dessalines
Jacques_Stephen_Alexis/ile_en_ile_auto/Du_Gouvernement
Jacques_Stephen_Alexis/ile_en_ile_auto/President_Lescot
Jacques_Stephen_Alexis/ile_en_ile_auto/Rene_Depestre
Jacques_Stephen_Alexis/ile_en_ile_auto/Compere_General_Soleil
Jacques_Stephen_Alexis/ile_en_ile_auto/Francois_Duvalier
James_Noel/VIAF/Nirsimloo_Ananda_Devi
James_Noel/VIAF/Monnin_Pascale
James_Noel/VIAF/Taurand_Jacques
James_Noel/VIAF/CeSaire_Aime
James_Noel/VIAF/Vigee_Claude
James_Noel/VIAF/Vazemsky_Dimitri
James_Noel/VIAF/Vallotton_Jean_Pierre
James_Noel/VIAF/Ton_That_Thanh_Van
James_Noel/VIAF/Maurizi_Dominique
James_Noel/VIAF/Lamy_Emilie
James_Noel/VIAF/Litradukt_Literatureditionen
James_Noel/VIAF/Mellier_Fanette
James_Noel/ile_en_ile_auto/Vents_D_Ailleurs
Janine_Tavernier/VIAF/Fillaire_Bernard
Janine_Tavernier/VIAF/Sojka_Leszczynska_Anna
Janine_Tavernier/VIAF/Delporte_Charline
Janine_Tavernier/VIAF/Wydawnictwo_Ksiezy_Marianow
Janine_Tavernier/VIAF/Wydawnictwo Ksiezy Marianow_Mic
Janine_Tavernier/VIAF/Association_De_Defense_Des_Familles_Et_De_L_Individu_Nord
Jean James_Estepha/ile_en_ile_auto/Dieulermesson_Petit_Frere
Jean James_Estepha/ile_en_ile_auto/Jan Dominique_J
Jean James_Estepha/ile_en_ile_auto/Gary_Victor
Jeanie_Bogart/ile_en_ile_auto/Franz_Benjamin
Jeanie_Bogart/ile_en_ile_auto/Celebrating_Haitian
Jeanie_Bogart/ile_en_ile_auto/Words_Without_Borders
Jean_Andre_Constant/ile_en_ile_auto/Radyo_Men_Kontre_Des_Cayes
Jean_Andre_Constant/ile_en_ile_auto/Jean_Des_Cayes
Jean_Baptiste_Cineas/ile_en_ile_auto/Baptiste_Cineas
Jean_Claude_Charles/VIAF/Meunier_Jacques
Jean_Claude_Charles/VIAF/Campfort_GeRard
Jean_Claude_Charles/VIAF/Pivin_Jean_Loup
Jean_Claude_Charles/VIAF/Pessini_Alba
Jean_Claude_Charles/VIAF/Njami_Simon
Jean_Claude_Charles/VIAF/Martin_Saint_Leon_Pascal
Jean_Claude_Charles/VIAF/Bloncourt_Gerald
Jean_Claude_Charles/VIAF/Telemaque_Herve
Jean_Claude_Charles/VIAF/Trouillot_Lyonel
Jean_Claude_Charles/VIAF/Pineau_Gisele
Jean_Claude_Charles/ile_en_ile_auto/Jose_Berzosa
Jean_Claude_Charles/ile_en_ile_auto/Claude_Charles
Jean_Claude_Fignole/VIAF/Victor_Gary
Jean_Claude_Fignole/VIAF/Trouillot_Lyonel
Jean_Claude_Fignole/VIAF/Editions_Du_Seuil
Jean_Claude_Fignole/VIAF/Mars_Kettly
Jean_Claude_Fignole/VIAF/Franketienne
Jean_Claude_Fignole/VIAF/Antonin_Arnold
Jean_Claude_Fignole/VIAF/Pineau_GiseLe
Jean_Claude_Fignole/VIAF/PePin_Ernest
Jean_Claude_Fignole/VIAF/Maximin_Daniel
Jean_Claude_Fignole/VIAF/LaferrieRe_Dany
Jean_Claude_Fignole/ile_en_ile_auto/Claude_Fignole
Jean_Claude_Fignole/ile_en_ile_auto/Emmelie_Prophete
Jean_Claude_Fignole/ile_en_ile_auto/Rene_Philoctete
Jean_Durosier_Desrivieres/ile_en_ile_auto/Mylene_Dorce
Jean_Durosier_Desrivieres/ile_en_ile_auto/Georges_Castera
Jean_Durosier_Desrivieres/ile_en_ile_auto/Aime_Cesaire
Jean_Durosier_Desrivieres/ile_en_ile_auto/Daniel_Marcelin
Jean_Durosier_Desrivieres/ile_en_ile_auto/Du_Gouvernement
Jean_Euphele_Milce/VIAF/Trouillot_Lyonel
Jean_Euphele_Milce/VIAF/PropheTe_Emmelie
Jean_Euphele_Milce/VIAF/Orcel_Makenzy
Jean_Euphele_Milce/VIAF/Moncrieff_Christopher
Jean_Euphele_Milce/VIAF/JourneE_De_ReFlexion_Sur_"Un_Leadership_GonaiVien_Pour_Un_DePartement_En_ProgreS"_2011_:_GonaiVes_Haiti
Jean_Euphele_Milce/VIAF/Amisial_Jean_Osner
Jean_Euphele_Milce/VIAF/Douge_Patrice
Jean_Euphele_Milce/VIAF/Corsini_Silvio
Jean_Euphele_Milce/VIAF/Bibliotheque_Cantonale_Et_Universitaire_Lausanne
Jean_Euphele_Milce/VIAF/Bernard_Campiche_Editeur
Jean_Euphele_Milce/ile_en_ile_auto/Euphele_Milce
Jean_Fernand_Brierre/ile_en_ile_auto/Jean_Brierre
Jean_Fernand_Brierre/ile_en_ile_auto/Victor_Hugo
Jean_Marc_Pasquet/VIAF/Huet_Gaetan
Jean_Marc_Pasquet/VIAF/Avrillier_Raymond
Jean_Marc_Pasquet/VIAF/Kerambrun_JeRoMe
Jean_Marc_Pasquet/VIAF/Centre_D_Eco_Developpement_&_D_Initiative_Sociale_France
Jean_Marc_Pasquet/VIAF/Brunel_Laurence
Jean_Marc_Pasquet/ile_en_ile_auto/Marc_Pasquet
Jean_Marie_Bourjolly/ile_en_ile_auto/Marie_Bourjolly
Jean_Max_Calvin/ile_en_ile_auto/Max_Calvin
Jean_Metellus/VIAF/Sauvageot_BeAtrice
Jean_Metellus/VIAF/Fleurimond_Wiener_Kerns
Jean_Metellus/VIAF/Migeot_Alvarado_Judith
Jean_Metellus/VIAF/Naudillon_Francoise
Jean_Metellus/VIAF/RoseS_Annie
Jean_Metellus/VIAF/Noiret_GeRard
Jean_Metellus/VIAF/Mouchard_Claude
Jean_Metellus/VIAF/Firmin_AnteNor
Jean_Metellus/VIAF/Couture_Ghislaine
Jean_Metellus/VIAF/Defives_Eyoum_Isabelle
Jean_Metellus/VIAF/Saussy_Haun
Jean_Metellus/VIAF/Jacobs_Marjolijn
Jean_Metellus/VIAF/Grosjean_Jean
Jean_Metellus/ile_en_ile_auto/Maurice_Nadeau
Jean_Metellus/ile_en_ile_auto/Andre_Malraux
Jean_Metellus/ile_en_ile_auto/Aime_Cesaire
Jean_Metellus/ile_en_ile_auto/Leopold_Sedar_Senghor
Jean_Price_Mars/VIAF/Fouchard_Jean
Jean_Price_Mars/VIAF/Cornevin_Robert
Jean_Price_Mars/VIAF/Victor_Rene
Jean_Price_Mars/VIAF/Remponeau_Georges
Jean_Price_Mars/VIAF/Laferriere_Dany
Jean_Price_Mars/VIAF/Pinera_Virgilio
Jean_Price_Mars/VIAF/Soukar_Michel
Jean_Price_Mars/VIAF/Lafond_Jean_Daniel
Jean_Price_Mars/VIAF/Depestre_Rene
Jean_Price_Mars/VIAF/Lespinasse_Pierre_Eugene_De
Jean_Price_Mars/VIAF/Saint_Eloi_Rodney
Jean_Price_Mars/VIAF/Presence_Africaine_Editions
Jean_Price_Mars/ile_en_ile_auto/Jean_Price
Jean_Robert_Leonidas/VIAF/Michaud_Frantz
Jean_Robert_Leonidas/VIAF/Cidihca
Jean_Robert_Leonidas/VIAF/Tirole_HeLeNe
Jean_Robert_Leonidas/VIAF/Jacopin_Jean_Louis
Jean_Robert_Leonidas/VIAF/Centre_International_De_Documentation_Et_D_Information_Haitienne_Caraibeenne_Et_Afro_Canadienne
Jean_Robert_Leonidas/ile_en_ile_auto/Jean Prophete_L
Jean_Robert_Leonidas/ile_en_ile_auto/Robert_Leonidas
Jean_Robert_Leonidas/ile_en_ile_auto/Hugues_St
Jean_Watson_Charles/ile_en_ile_auto/Robert_Large
Jean_Watson_Charles/ile_en_ile_auto/James_Pubien
Jessica_Fievre/ile_en_ile_auto/Rosny_Ladouceur
Jessica_Fievre/ile_en_ile_auto/Gary_Victor
Joanne_Hyppolite/ile_en_ile_auto/Creation_Litteraire
Joel_Des_Rosiers/ile_en_ile_auto/Des_Rosiers
Joel_Des_Rosiers/ile_en_ile_auto/Metropolis_Opera
Joel_Des_Rosiers/ile_en_ile_auto/Athanase_David
Josaphat_Robert_Large/ile_en_ile_auto/Robert_Large
Justin_Lherisson/ile_en_ile_auto/Jacques_Roumain
Ketline_Adodo/ile_en_ile_auto/Rene_Depestre
Kettly_Mars/VIAF/Schmutte_Ingeborg
Kettly_Mars/VIAF/Kaas_Marianne
Kettly_Mars/VIAF/Trouillot_Evelyne
Kettly_Mars/VIAF/Tremblay_Jennifer
Kettly_Mars/VIAF/Litradukt_Literatureditionen
